"","x"
"40566","22:42:16.125"
"40567","22:42:16.250"
"40568","22:42:16.375"
"40569","22:42:16.500"
"40570","22:42:16.625"
"40571","22:42:16.750"
"40572","22:42:16.875"
"40573","22:42:17.000"
"40574","22:42:17.125"
"40575","22:42:17.250"
"40576","22:42:17.375"
"40577","22:42:17.500"
"40578","22:42:17.625"
"40579","22:42:17.750"
"40580","22:42:17.875"
"40581","22:42:18.000"
"40582","22:42:18.125"
"40583","22:42:18.250"
"40584","22:42:18.375"
"40585","22:42:18.500"
"40586","22:42:18.625"
"40587","22:42:18.750"
"40588","22:42:18.875"
"40589","22:42:19.000"
"40590","22:42:19.125"
"40591","22:42:19.250"
"40592","22:42:19.375"
"40593","22:42:19.500"
"40594","22:42:19.625"
"40595","22:42:19.750"
"40596","22:42:19.875"
"40597","22:42:20.000"
"40598","22:42:20.125"
"40599","22:42:20.250"
"40600","22:42:20.375"
"40601","22:42:20.500"
"40602","22:42:20.625"
"40603","22:42:20.750"
"40604","22:42:20.875"
"40605","22:42:21.000"
"40606","22:42:21.125"
"40607","22:42:21.250"
"40608","23:51:02.000"
"40609","23:51:02.125"
"40610","23:51:02.250"
"40611","23:51:02.375"
"40612","23:51:02.500"
"40613","23:51:02.625"
"40614","23:51:02.750"
"40615","23:51:02.875"
"40616","23:51:03.000"
"40617","23:51:03.125"
"40618","23:51:03.250"
"40619","23:51:03.375"
"40620","23:51:03.500"
"40621","23:51:03.625"
"40622","23:51:03.750"
"40623","23:51:03.875"
"40624","23:51:04.000"
"40625","23:51:04.125"
"40626","23:51:04.250"
"40627","23:51:04.375"
"40628","23:51:04.500"
"40629","23:51:04.625"
"40630","23:51:04.750"
"40631","23:51:04.875"
"40632","23:51:05.000"
"40633","23:51:05.125"
"40634","23:51:05.250"
"40635","23:51:05.375"
"40636","23:51:05.500"
"40637","23:51:05.625"
"40638","23:51:05.750"
"40639","23:51:05.875"
"40640","23:51:06.000"
"40641","23:51:06.125"
"40642","23:51:06.250"
"40643","23:51:06.375"
"40644","23:51:06.500"
"40645","23:51:06.625"
"40646","23:51:06.750"
"40647","23:51:06.875"
"40648","23:51:07.000"
"40649","23:51:07.125"
"40650","23:51:07.250"
"40651","23:51:07.375"
"40652","23:51:07.500"
"40653","23:51:07.625"
"40654","23:51:07.750"
"40655","23:51:07.875"
"40656","23:51:08.000"
"40657","23:51:08.125"
"40658","23:51:08.250"
"40659","23:51:08.375"
"40660","23:51:08.500"
"40661","23:51:08.625"
"40662","23:51:08.750"
"40663","23:51:08.875"
"40664","23:51:09.000"
"40665","23:51:09.125"
"40666","23:51:09.250"
"40667","23:51:09.375"
"40668","23:51:09.500"
"40669","23:51:09.625"
"40670","23:51:09.750"
"40671","23:51:09.875"
"40672","23:51:10.000"
"40673","23:51:10.125"
"40674","23:51:10.250"
"40675","23:51:10.375"
"40676","23:51:10.500"
"40677","23:51:10.625"
"40678","23:51:10.750"
"40679","23:51:10.875"
"40680","23:51:11.000"
"40681","23:51:11.125"
"40682","23:51:11.250"
"40683","23:51:11.375"
"40684","23:51:11.500"
"40685","23:51:11.625"
"40686","23:51:11.750"
"40687","23:51:11.875"
"40688","23:51:12.000"
"40689","23:51:12.125"
"40690","23:51:12.250"
"40691","23:51:12.375"
"40692","23:51:12.500"
"40693","23:51:12.625"
"40694","23:51:12.750"
"40695","23:51:12.875"
"40696","23:51:13.000"
"40697","23:51:13.125"
"40698","23:51:13.250"
"40699","23:51:13.375"
"40700","23:51:13.500"
"40701","23:51:13.625"
"40702","23:51:13.750"
"40703","23:51:13.875"
"40704","23:51:14.000"
"40705","23:51:14.125"
"40706","23:51:14.250"
"40707","23:51:14.375"
"40708","23:51:14.500"
"40709","23:51:14.625"
"40710","23:51:14.750"
"40711","23:51:14.875"
"40712","23:51:15.000"
"40713","23:51:15.125"
"40714","23:51:15.250"
"40715","23:51:15.375"
"40716","23:51:15.500"
"40717","23:51:15.625"
"40718","23:51:15.750"
"40719","23:51:15.875"
"40720","23:51:16.000"
"40721","23:51:16.125"
"40722","23:51:16.250"
"40723","23:51:16.375"
"40724","23:51:16.500"
"40725","23:51:16.625"
"40726","23:51:16.750"
"40727","23:51:16.875"
"40728","23:51:17.000"
"40729","23:51:17.125"
"40730","23:51:17.250"
"40731","23:51:17.375"
"40732","23:51:17.500"
"40733","23:51:17.625"
"40734","23:51:17.750"
"40735","23:51:17.875"
"40736","23:51:18.000"
"40737","23:51:18.125"
"40738","23:51:18.250"
"40739","23:51:18.375"
"40740","23:51:18.500"
"40741","23:51:18.625"
"40742","23:51:18.750"
"40743","23:51:18.875"
"40744","23:51:19.000"
"40745","23:51:19.125"
"40746","23:51:19.250"
"40747","23:51:19.375"
"40748","23:51:19.500"
"40749","23:51:19.625"
"40750","23:51:19.750"
"40751","23:51:19.875"
"40752","23:51:20.000"
"40753","23:51:20.125"
"40754","23:51:20.250"
"40755","23:51:20.375"
"40756","23:51:20.500"
"40757","23:51:20.625"
"40758","23:51:20.750"
"40759","23:51:20.875"
"40760","23:51:21.000"
"40761","23:51:21.125"
"40762","23:51:21.250"
"40763","23:51:21.375"
"40764","23:51:21.500"
"40765","23:51:21.625"
"40766","23:51:21.750"
"40767","23:51:21.875"
"40768","23:51:22.000"
"40769","23:51:22.125"
"40770","23:51:22.250"
"40771","23:51:22.375"
"40772","23:51:22.500"
"40773","23:51:22.625"
"40774","23:51:22.750"
"40775","23:51:22.875"
"40776","23:51:23.000"
"40777","23:51:23.125"
"40778","23:51:23.250"
"40779","23:51:23.375"
"40780","23:51:23.500"
"40781","23:51:23.625"
"40782","23:51:23.750"
"40783","23:51:23.875"
"40784","23:51:24.000"
"40785","23:51:24.125"
"40786","23:51:24.250"
"40787","23:51:24.375"
"40788","23:51:24.500"
"40789","23:51:24.625"
"40790","23:51:24.750"
"40791","23:51:24.875"
"40792","23:51:25.000"
"40793","23:51:25.125"
"40794","23:51:25.250"
"40795","23:51:25.375"
"40796","23:51:25.500"
"40797","23:51:25.625"
"40798","23:51:25.750"
"40799","23:51:25.875"
"40800","23:51:26.000"
"40801","23:51:26.125"
"40802","23:51:26.250"
"40803","23:51:26.375"
"40804","23:51:26.500"
"40805","23:51:26.625"
"40806","23:51:26.750"
"40807","23:51:26.875"
"40808","23:51:27.000"
"40809","23:51:27.125"
"40810","23:51:27.250"
"40811","23:51:27.375"
"40812","23:51:27.500"
"40813","23:51:27.625"
"40814","23:51:27.750"
"40815","23:51:27.875"
"40816","23:51:28.000"
"40817","23:51:28.125"
"40818","23:51:28.250"
"40819","23:51:28.375"
"40820","23:51:28.500"
"40821","23:51:28.625"
"40822","23:51:28.750"
"40823","23:51:28.875"
"40824","23:51:29.000"
"40825","23:51:29.125"
"40826","23:51:29.250"
"40827","23:51:29.375"
"40828","23:51:29.500"
"40829","23:51:29.625"
"40830","23:51:29.750"
"40831","23:51:29.875"
"40832","23:51:30.000"
"40833","23:51:30.125"
"40834","23:51:30.250"
"40835","23:51:30.375"
"40836","23:51:30.500"
"40837","23:51:30.625"
"40838","23:51:30.750"
"40839","23:51:30.875"
"40840","23:51:31.000"
"40841","23:51:31.125"
"40842","23:51:31.250"
"40843","23:51:31.375"
"40844","23:51:31.500"
"40845","23:51:31.625"
"40846","23:51:31.750"
"40847","23:51:31.875"
"40848","23:51:32.000"
"40849","23:51:32.125"
"40850","23:51:32.250"
"40851","23:51:32.375"
"40852","23:51:32.500"
"40853","23:51:32.625"
"40854","23:51:32.750"
"40855","23:51:32.875"
"40856","23:51:33.000"
"40857","23:51:33.125"
"40858","23:51:33.250"
"40859","23:51:33.375"
"40860","23:51:33.500"
"40861","23:51:33.625"
"40862","23:51:33.750"
"40863","23:51:33.875"
"40864","23:51:34.000"
"40865","23:51:34.125"
"40866","23:51:34.250"
"40867","23:51:34.375"
"40868","23:51:34.500"
"40869","23:51:34.625"
"40870","23:51:34.750"
"40871","23:51:34.875"
"40872","23:51:35.000"
"40873","23:51:35.125"
"40874","23:51:35.250"
"40875","23:51:35.375"
"40876","23:51:35.500"
"40877","23:51:35.625"
"40878","23:51:35.750"
"40879","23:51:35.875"
"40880","23:51:36.000"
"40881","23:51:36.125"
"40882","23:51:36.250"
"40883","23:51:36.375"
"40884","23:51:36.500"
"40885","23:51:36.625"
"40886","23:51:36.750"
"40887","23:51:36.875"
"40888","23:51:37.000"
"40889","23:51:37.125"
"40890","23:51:37.250"
"40891","23:51:37.375"
"40892","23:51:37.500"
"40893","23:51:37.625"
"40894","23:51:37.750"
"40895","23:51:37.875"
"40896","23:51:38.000"
"40897","23:51:38.125"
"40898","23:51:38.250"
"40899","23:51:38.375"
"40900","23:51:38.500"
"40901","23:51:38.625"
"40902","23:51:38.750"
"40903","23:51:38.875"
"40904","23:51:39.000"
"40905","23:51:39.125"
"40906","23:51:39.250"
"40907","23:51:39.375"
"40908","23:51:39.500"
"40909","23:51:39.625"
"40910","23:51:39.750"
"40911","23:51:39.875"
"40912","23:51:40.000"
"40913","23:51:40.125"
"40914","23:51:40.250"
"40915","23:51:40.375"
"40916","23:51:40.500"
"40917","23:51:40.625"
"40918","23:51:40.750"
"40919","23:51:40.875"
"40920","23:51:41.000"
"40921","23:51:41.125"
"40922","23:51:41.250"
"40923","23:51:41.375"
"40924","23:51:41.500"
"40925","23:51:41.625"
"40926","23:51:41.750"
"40927","23:51:41.875"
"40928","23:51:42.000"
"40929","23:51:42.125"
"40930","23:51:42.250"
"40931","23:51:42.375"
"40932","23:51:42.500"
"40933","23:51:42.625"
"40934","23:51:42.750"
"40935","23:51:42.875"
"40936","23:51:43.000"
"40937","23:51:43.125"
"40938","23:51:43.250"
"40939","23:51:43.375"
"40940","23:51:43.500"
"40941","23:51:43.625"
"40942","23:51:43.750"
"40943","23:51:43.875"
"40944","23:51:44.000"
"40945","23:51:44.125"
"40946","23:51:44.250"
"40947","23:51:44.375"
"40948","23:51:44.500"
"40949","23:51:44.625"
"40950","23:51:44.750"
"40951","23:51:44.875"
"40952","23:51:45.000"
"40953","23:51:45.125"
"40954","23:51:45.250"
"40955","23:51:45.375"
"40956","23:51:45.500"
"40957","23:51:45.625"
"40958","23:51:45.750"
"40959","23:51:45.875"
"40960","23:51:46.000"
"40961","23:51:46.125"
"40962","23:51:46.250"
"40963","23:51:46.375"
"40964","23:51:46.500"
"40965","23:51:46.625"
"40966","23:51:46.750"
"40967","23:51:46.875"
"40968","23:51:47.000"
"40969","23:51:47.125"
"40970","23:51:47.250"
"40971","23:51:47.375"
"40972","23:51:47.500"
"40973","23:51:47.625"
"40974","23:51:47.750"
"40975","23:51:47.875"
"40976","23:51:48.000"
"40977","23:51:48.125"
"40978","23:51:48.250"
"40979","23:51:48.375"
"40980","23:51:48.500"
"40981","23:51:48.625"
"40982","23:51:48.750"
"40983","23:51:48.875"
"40984","23:51:49.000"
"40985","23:51:49.125"
"40986","23:51:49.250"
"40987","23:51:49.375"
"40988","23:51:49.500"
"40989","23:51:49.625"
"40990","23:51:49.750"
"40991","23:51:49.875"
"40992","23:51:50.000"
"40993","23:51:50.125"
"40994","23:51:50.250"
"40995","23:51:50.375"
"40996","23:51:50.500"
"40997","23:51:50.625"
"40998","23:51:50.750"
"40999","23:51:50.875"
"41000","23:51:51.000"
"41001","23:51:51.125"
"41002","23:51:51.250"
"41003","23:51:51.375"
"41004","23:51:51.500"
"41005","23:51:51.625"
"41006","23:51:51.750"
"41007","23:51:51.875"
"41008","23:51:52.000"
"41009","23:51:52.125"
"41010","23:51:52.250"
"41011","23:51:52.375"
"41012","23:51:52.500"
"41013","23:51:52.625"
"41014","23:51:52.750"
"41015","23:51:52.875"
"41016","23:51:53.000"
"41017","23:51:53.125"
"41018","23:51:53.250"
"41019","23:51:53.375"
"41020","23:51:53.500"
"41021","23:51:53.625"
"41022","23:51:53.750"
"41023","23:51:53.875"
"41024","23:51:54.000"
"41025","23:51:54.125"
"41026","23:51:54.250"
"41027","23:51:54.375"
"41028","23:51:54.500"
"41029","23:51:54.625"
"41030","23:51:54.750"
"41031","23:51:54.875"
"41032","23:51:55.000"
"41033","23:51:55.125"
"41034","23:51:55.250"
"41035","23:51:55.375"
"41036","23:51:55.500"
"41037","23:51:55.625"
"41038","23:51:55.750"
"41039","23:51:55.875"
"41040","23:51:56.000"
"41041","23:51:56.125"
"41042","23:51:56.250"
"41043","23:51:56.375"
"41044","23:51:56.500"
"41045","23:51:56.625"
"41046","23:51:56.750"
"41047","23:51:56.875"
"41048","23:51:57.000"
"41049","23:51:57.125"
"41050","23:51:57.250"
"41051","23:51:57.375"
"41052","23:51:57.500"
"41053","23:51:57.625"
"41054","23:51:57.750"
"41055","23:51:57.875"
"41056","23:51:58.000"
"41057","23:51:58.125"
"41058","23:51:58.250"
"41059","23:51:58.375"
"41060","23:51:58.500"
"41061","23:51:58.625"
"41062","23:51:58.750"
"41063","23:51:58.875"
"41064","23:51:59.000"
"41065","23:51:59.125"
"41066","23:51:59.250"
"41067","23:51:59.375"
"41068","23:51:59.500"
"41069","23:51:59.625"
"41070","23:51:59.750"
"41071","23:51:59.875"
"41072","23:52:00.000"
"41073","23:52:00.125"
"41074","23:52:00.250"
"41075","23:52:00.375"
"41076","23:52:00.500"
"41077","23:52:00.625"
"41078","23:52:00.750"
"41079","23:52:00.875"
"41080","23:52:01.000"
"41081","23:52:01.125"
"41082","23:52:01.250"
"41083","23:52:01.375"
"41084","23:52:01.500"
"41085","23:52:01.625"
"41086","23:52:01.750"
"41087","23:52:01.875"
"41088","23:52:02.000"
"41089","23:52:02.125"
"41090","23:52:02.250"
"41091","23:52:02.375"
"41092","23:52:02.500"
"41093","23:52:02.625"
"41094","23:52:02.750"
"41095","23:52:02.875"
"41096","23:52:03.000"
"41097","23:52:03.125"
"41098","23:52:03.250"
"41099","23:52:03.375"
"41100","23:52:03.500"
"41101","23:52:03.625"
"41102","23:52:03.750"
"41103","23:52:03.875"
"41104","23:52:04.000"
"41105","23:52:04.125"
"41106","23:52:04.250"
"41107","23:52:04.375"
"41108","23:52:04.500"
"41109","23:52:04.625"
"41110","23:52:04.750"
"41111","23:52:04.875"
"41112","23:52:05.000"
"41113","23:52:05.125"
"41114","23:52:05.250"
"41115","23:52:05.375"
"41116","23:52:05.500"
"41117","23:52:05.625"
"41118","23:52:05.750"
"41119","23:52:05.875"
"41120","23:52:06.000"
"41121","23:52:06.125"
"41122","23:52:06.250"
"41123","23:52:06.375"
"41124","23:52:06.500"
"41125","23:52:06.625"
"41126","23:52:06.750"
"41127","23:52:06.875"
"41128","23:52:07.000"
"41129","23:52:07.125"
"41130","23:52:07.250"
"41131","23:52:07.375"
"41132","23:52:07.500"
"41133","23:52:07.625"
"41134","23:52:07.750"
"41135","23:52:07.875"
"41136","23:52:08.000"
"41137","23:52:08.125"
"41138","23:52:08.250"
"41139","23:52:08.375"
"41140","23:52:08.500"
"41141","23:52:08.625"
"41142","23:52:08.750"
"41143","23:52:08.875"
"41144","23:52:09.000"
"41145","23:52:09.125"
"41146","23:52:09.250"
"41147","23:52:09.375"
"41148","23:52:09.500"
"41149","23:52:09.625"
"41150","23:52:09.750"
"41151","23:52:09.875"
"41152","23:52:10.000"
"41153","23:52:10.125"
"41154","23:52:10.250"
"41155","23:52:10.375"
"41156","23:52:10.500"
"41157","23:52:10.625"
"41158","23:52:10.750"
"41159","23:52:10.875"
"41160","23:52:11.000"
"41161","23:52:11.125"
"41162","23:52:11.250"
"41163","23:52:11.375"
"41164","23:52:11.500"
"41165","23:52:11.625"
"41166","23:52:11.750"
"41167","23:52:11.875"
"41168","23:52:12.000"
"41169","23:52:12.125"
"41170","23:52:12.250"
"41171","23:52:12.375"
"41172","23:52:12.500"
"41173","23:52:12.625"
"41174","23:52:12.750"
"41175","23:52:12.875"
"41176","23:52:13.000"
"41177","23:52:13.125"
"41178","23:52:13.250"
"41179","23:52:13.375"
"41180","23:52:13.500"
"41181","23:52:13.625"
"41182","23:52:13.750"
"41183","23:52:13.875"
"41184","23:52:14.000"
"41185","23:52:14.125"
"41186","23:52:14.250"
"41187","23:52:14.375"
"41188","23:52:14.500"
"41189","23:52:14.625"
"41190","23:52:14.750"
"41191","23:52:14.875"
"41192","23:52:15.000"
"41193","23:52:15.125"
"41194","23:52:15.250"
"41195","23:52:15.375"
"41196","23:52:15.500"
"41197","23:52:15.625"
"41198","23:52:15.750"
"41199","23:52:15.875"
"41200","23:52:16.000"
"41201","23:52:16.125"
"41202","23:52:16.250"
"41203","23:52:16.375"
"41204","23:52:16.500"
"41205","23:52:16.625"
"41206","23:52:16.750"
"41207","23:52:16.875"
"41208","23:52:17.000"
"41209","23:52:17.125"
"41210","23:52:17.250"
"41211","23:52:17.375"
"41212","23:52:17.500"
"41213","23:52:17.625"
"41214","23:52:17.750"
"41215","23:52:17.875"
"41216","23:52:18.000"
"41217","23:52:18.125"
"41218","23:52:18.250"
"41219","23:52:18.375"
"41220","23:52:18.500"
"41221","23:52:18.625"
"41222","23:52:18.750"
"41223","23:52:18.875"
"41224","23:52:19.000"
"41225","23:52:19.125"
"41226","23:52:19.250"
"41227","23:52:19.375"
"41228","23:52:19.500"
"41229","23:52:19.625"
"41230","23:52:19.750"
"41231","23:52:19.875"
"41232","23:52:20.000"
"41233","23:52:20.125"
"41234","23:52:20.250"
"41235","23:52:20.375"
"41236","23:52:20.500"
"41237","23:52:20.625"
"41238","23:52:20.750"
"41239","23:52:20.875"
"41240","23:52:21.000"
"41241","23:52:21.125"
"41242","23:52:21.250"
"41243","23:52:21.375"
"41244","23:52:21.500"
"41245","23:52:21.625"
"41246","23:52:21.750"
"41247","23:52:21.875"
"41248","23:52:22.000"
"41249","23:52:22.125"
"41250","23:52:22.250"
"41251","23:52:22.375"
"41252","23:52:22.500"
"41253","23:52:22.625"
"41254","23:52:22.750"
"41255","23:52:22.875"
"41256","23:52:23.000"
"41257","23:52:23.125"
"41258","23:52:23.250"
"41259","23:52:23.375"
"41260","23:52:23.500"
"41261","23:52:23.625"
"41262","23:52:23.750"
"41263","23:52:23.875"
"41264","23:52:24.000"
"41265","23:52:24.125"
"41266","23:52:24.250"
"41267","23:52:24.375"
"41268","23:52:24.500"
"41269","23:52:24.625"
"41270","23:52:24.750"
"41271","23:52:24.875"
"41272","23:52:25.000"
"41273","23:52:25.125"
"41274","23:52:25.250"
"41275","23:52:25.375"
"41276","23:52:25.500"
"41277","23:52:25.625"
"41278","23:52:25.750"
"41279","23:52:25.875"
"41280","23:52:26.000"
"41281","23:52:26.125"
"41282","23:52:26.250"
"41283","23:52:26.375"
"41284","23:52:26.500"
"41285","23:52:26.625"
"41286","23:52:26.750"
"41287","23:52:26.875"
"41288","23:52:27.000"
"41289","23:52:27.125"
"41290","23:52:27.250"
"41291","23:52:27.375"
"41292","23:52:27.500"
"41293","23:52:27.625"
"41294","23:52:27.750"
"41295","23:52:27.875"
"41296","23:52:28.000"
"41297","23:52:28.125"
"41298","23:52:28.250"
"41299","23:52:28.375"
"41300","23:52:28.500"
"41301","23:52:28.625"
"41302","23:52:28.750"
"41303","23:52:28.875"
"41304","23:52:29.000"
"41305","23:52:29.125"
"41306","23:52:29.250"
"41307","23:52:29.375"
"41308","23:52:29.500"
"41309","23:52:29.625"
"41310","23:52:29.750"
"41311","23:52:29.875"
"41312","23:52:30.000"
"41313","23:52:30.125"
"41314","23:52:30.250"
"41315","23:52:30.375"
"41316","23:52:30.500"
"41317","23:52:30.625"
"41318","23:52:30.750"
"41319","23:52:30.875"
"41320","23:52:31.000"
"41321","23:52:31.125"
"41322","23:52:31.250"
"41323","23:52:31.375"
"41324","23:52:31.500"
"41325","23:52:31.625"
"41326","23:52:31.750"
"41327","23:52:31.875"
"41328","23:52:32.000"
"41329","23:52:32.125"
"41330","23:52:32.250"
"41331","23:52:32.375"
"41332","23:52:32.500"
"41333","23:52:32.625"
"41334","23:52:32.750"
"41335","23:52:32.875"
"41336","23:52:33.000"
"41337","23:52:33.125"
"41338","23:52:33.250"
"41339","23:52:33.375"
"41340","23:52:33.500"
"41341","23:52:33.625"
"41342","23:52:33.750"
"41343","23:52:33.875"
"41344","23:52:34.000"
"41345","23:52:34.125"
"41346","23:52:34.250"
"41347","23:52:34.375"
"41348","23:52:34.500"
"41349","23:52:34.625"
"41350","23:52:34.750"
"41351","23:52:34.875"
"41352","23:52:35.000"
"41353","23:52:35.125"
"41354","23:52:35.250"
"41355","23:52:35.375"
"41356","23:52:35.500"
"41357","23:52:35.625"
"41358","23:52:35.750"
"41359","23:52:35.875"
"41360","23:52:36.000"
"41361","23:52:36.125"
"41362","23:52:36.250"
"41363","23:52:36.375"
"41364","23:52:36.500"
"41365","23:52:36.625"
"41366","23:52:36.750"
"41367","23:52:36.875"
"41368","23:52:37.000"
"41369","23:52:37.125"
"41370","23:52:37.250"
"41371","23:52:37.375"
"41372","23:52:37.500"
"41373","23:52:37.625"
"41374","23:52:37.750"
"41375","23:52:37.875"
"41376","23:52:38.000"
"41377","23:52:38.125"
"41378","23:52:38.250"
"41379","23:52:38.375"
"41380","23:52:38.500"
"41381","23:52:38.625"
"41382","23:52:38.750"
"41383","23:52:38.875"
"41384","23:52:39.000"
"41385","23:52:39.125"
"41386","23:52:39.250"
"41387","23:52:39.375"
"41388","23:52:39.500"
"41389","23:52:39.625"
"41390","23:52:39.750"
"41391","23:52:39.875"
"41392","23:52:40.000"
"41393","23:52:40.125"
"41394","23:52:40.250"
"41395","23:52:40.375"
"41396","23:52:40.500"
"41397","23:52:40.625"
"41398","23:52:40.750"
"41399","23:52:40.875"
"41400","23:52:41.000"
"41401","23:52:41.125"
"41402","23:52:41.250"
"41403","23:52:41.375"
"41404","23:52:41.500"
"41405","23:52:41.625"
"41406","23:52:41.750"
"41407","23:52:41.875"
"41408","23:52:42.000"
"41409","23:52:42.125"
"41410","23:52:42.250"
"41411","23:52:42.375"
"41412","23:52:42.500"
"41413","23:52:42.625"
"41414","23:52:42.750"
"41415","23:52:42.875"
"41416","23:52:43.000"
"41417","23:52:43.125"
"41418","23:52:43.250"
"41419","23:52:43.375"
"41420","23:52:43.500"
"41421","23:52:43.625"
"41422","23:52:43.750"
"41423","23:52:43.875"
"41424","23:52:44.000"
"41425","23:52:44.125"
"41426","23:52:44.250"
"41427","23:52:44.375"
"41428","23:52:44.500"
"41429","23:52:44.625"
"41430","23:52:44.750"
"41431","23:52:44.875"
"41432","23:52:45.000"
"41433","23:52:45.125"
"41434","23:52:45.250"
"41435","23:52:45.375"
"41436","23:52:45.500"
"41437","23:52:45.625"
"41438","23:52:45.750"
"41439","23:52:45.875"
"41440","23:52:46.000"
"41441","23:52:46.125"
"41442","23:52:46.250"
"41443","23:52:46.375"
"41444","23:52:46.500"
"41445","23:52:46.625"
"41446","23:52:46.750"
"41447","23:52:46.875"
"41448","23:52:47.000"
"41449","23:52:47.125"
"41450","23:52:47.250"
"41451","23:52:47.375"
"41452","23:52:47.500"
"41453","23:52:47.625"
"41454","23:52:47.750"
"41455","23:52:47.875"
"41456","23:52:48.000"
"41457","23:52:48.125"
"41458","23:52:48.250"
"41459","23:52:48.375"
"41460","23:52:48.500"
"41461","23:52:48.625"
"41462","23:52:48.750"
"41463","23:52:48.875"
"41464","23:52:49.000"
"41465","23:52:49.125"
"41466","23:52:49.250"
"41467","23:52:49.375"
"41468","23:52:49.500"
"41469","23:52:49.625"
"41470","23:52:49.750"
"41471","23:52:49.875"
"41472","23:52:50.000"
"41473","23:52:50.125"
"41474","23:52:50.250"
"41475","23:52:50.375"
"41476","23:52:50.500"
"41477","23:52:50.625"
"41478","23:52:50.750"
"41479","23:52:50.875"
"41480","23:52:51.000"
"41481","23:52:51.125"
"41482","23:52:51.250"
"41483","23:52:51.375"
"41484","23:52:51.500"
"41485","23:52:51.625"
"41486","23:52:51.750"
"41487","23:52:51.875"
"41488","23:52:52.000"
"41489","23:52:52.125"
"41490","23:52:52.250"
"41491","23:52:52.375"
"41492","23:52:52.500"
"41493","23:52:52.625"
"41494","23:52:52.750"
"41495","23:52:52.875"
"41496","23:52:53.000"
"41497","23:52:53.125"
"41498","23:52:53.250"
"41499","23:52:53.375"
"41500","23:52:53.500"
"41501","23:52:53.625"
"41502","23:52:53.750"
"41503","23:52:53.875"
"41504","23:52:54.000"
"41505","23:52:54.125"
"41506","23:52:54.250"
"41507","23:52:54.375"
"41508","23:52:54.500"
"41509","23:52:54.625"
"41510","23:52:54.750"
"41511","23:52:54.875"
"41512","23:52:55.000"
"41513","23:52:55.125"
"41514","23:52:55.250"
"41515","23:52:55.375"
"41516","23:52:55.500"
"41517","23:52:55.625"
"41518","23:52:55.750"
"41519","23:52:55.875"
"41520","23:52:56.000"
"41521","23:52:56.125"
"41522","23:52:56.250"
"41523","23:52:56.375"
"41524","23:52:56.500"
"41525","23:52:56.625"
"41526","23:52:56.750"
"41527","23:52:56.875"
"41528","23:52:57.000"
"41529","23:52:57.125"
"41530","23:52:57.250"
"41531","23:52:57.375"
"41532","23:52:57.500"
"41533","23:52:57.625"
"41534","23:52:57.750"
"41535","23:52:57.875"
"41536","23:52:58.000"
"41537","23:52:58.125"
"41538","23:52:58.250"
"41539","23:52:58.375"
"41540","23:52:58.500"
"41541","23:52:58.625"
"41542","23:52:58.750"
"41543","23:52:58.875"
"41544","23:52:59.000"
"41545","23:52:59.125"
"41546","23:52:59.250"
"41547","23:52:59.375"
"41548","23:52:59.500"
"41549","23:52:59.625"
"41550","23:52:59.750"
"41551","23:52:59.875"
"41552","23:53:00.000"
"41553","23:53:00.125"
"41554","23:53:00.250"
"41555","23:53:00.375"
"41556","23:53:00.500"
"41557","23:53:00.625"
"41558","23:53:00.750"
"41559","23:53:00.875"
"41560","23:53:01.000"
"41561","23:53:01.125"
"41562","23:53:01.250"
"41563","23:53:01.375"
"41564","23:53:01.500"
"41565","23:53:01.625"
"41566","23:53:01.750"
"41567","23:53:01.875"
"41568","23:53:02.000"
"41569","23:53:02.125"
"41570","23:53:02.250"
"41571","23:53:02.375"
"41572","23:53:02.500"
"41573","23:53:02.625"
"41574","23:53:02.750"
"41575","23:53:02.875"
"41576","23:53:03.000"
"41577","23:53:03.125"
"41578","23:53:03.250"
"41579","23:53:03.375"
"41580","23:53:03.500"
"41581","23:53:03.625"
"41582","23:53:03.750"
"41583","23:53:03.875"
"41584","23:53:04.000"
"41585","23:53:04.125"
"41586","23:53:04.250"
"41587","23:53:04.375"
"41588","23:53:04.500"
"41589","23:53:04.625"
"41590","23:53:04.750"
"41591","23:53:04.875"
"41592","23:53:05.000"
"41593","23:53:05.125"
"41594","23:53:05.250"
"41595","23:53:05.375"
"41596","23:53:05.500"
"41597","23:53:05.625"
"41598","23:53:05.750"
"41599","23:53:05.875"
"41600","23:53:06.000"
"41601","23:53:06.125"
"41602","23:53:06.250"
"41603","23:53:06.375"
"41604","23:53:06.500"
"41605","23:53:06.625"
"41606","23:53:06.750"
"41607","23:53:06.875"
"41608","23:53:07.000"
"41609","23:53:07.125"
"41610","23:53:07.250"
"41611","23:53:07.375"
"41612","23:53:07.500"
"41613","23:53:07.625"
"41614","23:53:07.750"
"41615","23:53:07.875"
"41616","23:53:08.000"
"41617","23:53:08.125"
"41618","23:53:08.250"
"41619","23:53:08.375"
"41620","23:53:08.500"
"41621","23:53:08.625"
"41622","23:53:08.750"
"41623","23:53:08.875"
"41624","23:53:09.000"
"41625","23:53:09.125"
"41626","23:53:09.250"
"41627","23:53:09.375"
"41628","23:53:09.500"
"41629","23:53:09.625"
"41630","23:53:09.750"
"41631","23:53:09.875"
"41632","23:53:10.000"
"41633","23:53:10.125"
"41634","23:53:10.250"
"41635","23:53:10.375"
"41636","23:53:10.500"
"41637","23:53:10.625"
"41638","23:53:10.750"
"41639","23:53:10.875"
"41640","23:53:11.000"
"41641","23:53:11.125"
